Outer_iter,Outer_Success,MinDisToGoal
0,0.02,0.23591379088796166
1,0.12,0.2099570662176182
2,0.28,0.1753555428967126
3,0.44,0.1404843054107332
4,0.34,0.12821763286601345
5,0.42,0.1039252572889247
6,0.58,0.08589515779280238
7,0.33,0.1247064962957345
8,0.36,0.14304549332674385
9,0.33,0.14945971070046088
10,0.29,0.1625872301803698
11,0.28,0.1805250215724037
12,0.31,0.1553249203429814
13,0.27,0.1899250457007866
14,0.33,0.18526620279622286
15,0.25,0.18908359227908467
16,0.22,0.1810917808971856
17,0.2,0.20541625734155208
18,0.24,0.1854803784900218
19,0.33,0.16273866067901163
20,0.33,0.15362725773630678
21,0.33,0.17019009465613485
22,0.28,0.1448256461546583
23,0.38,0.13302496529293417
24,0.37,0.14527886303270626
25,0.29,0.14686109467173403
26,0.35,0.14810324175416625
27,0.45,0.1349890371801631
28,0.38,0.1518515329078276
29,0.38,0.14637370234518968
30,0.43,0.13741921089941353
31,0.54,0.11753858558348193
32,0.44,0.12674707808066432
33,0.45,0.11431711847918141
34,0.52,0.11324176585769699
35,0.49,0.13807822220115337
36,0.62,0.08748631738064215
37,0.54,0.12131350123519148
38,0.59,0.10634925788176436
39,0.68,0.08828880181351317
40,0.55,0.10500233984358141
41,0.58,0.10686203101875265
42,0.68,0.07121801145016571
43,0.71,0.07556268751950616
44,0.65,0.0877749496969426
45,0.69,0.09162461583324856
46,0.61,0.08947862482293896
47,0.56,0.11342522517006186
48,0.55,0.09297000627386075
49,0.47,0.11808364617679573
50,0.52,0.10533801210602706
51,0.52,0.11825008790048233
52,0.66,0.08933070545095598
53,0.55,0.09980732847456757
54,0.58,0.08684745478892372
55,0.61,0.08640267656471196
56,0.59,0.10822678967128438
57,0.63,0.08639439909449914
58,0.66,0.07057720952855678
59,0.63,0.07872892951893118
60,0.68,0.06831423805430216
61,0.6,0.09232401151414452
62,0.63,0.08333094916799387
63,0.55,0.10431241234618144
64,0.63,0.08402488463194507
65,0.71,0.06807384322137246
66,0.51,0.10438693992942336
67,0.66,0.07104192840844234
68,0.64,0.06841975987364736
69,0.63,0.0712614714077146
70,0.63,0.0727291012170696
71,0.63,0.0801628751104788
72,0.67,0.0630617893676381
73,0.59,0.08113029472132854
74,0.61,0.07855725216346993
75,0.63,0.05415636881693739
76,0.72,0.051260666348027596
77,0.77,0.035013674983957445
78,0.66,0.05004146173375878
79,0.74,0.046888934409256205
80,0.78,0.05002536016108381
81,0.7,0.06245591530813125
82,0.82,0.037295589739933147
83,0.8,0.0437878372920085
84,0.76,0.060281649899001914
85,0.78,0.04564864017604595
86,0.74,0.06448987819281865
87,0.86,0.04318496103003652
88,0.77,0.04224645935923983
89,0.81,0.04805320576564199
90,0.8,0.048453789013234584
91,0.88,0.03034995605850326
92,0.84,0.04031226483818391
93,0.78,0.05135142078181249
94,0.86,0.031912151339327934
95,0.74,0.05436621018032794
96,0.9,0.026545841370298938
97,0.85,0.042008001070094725
98,0.71,0.060436345356925096
99,0.83,0.04266354327439878
100,0.8,0.046985049188527625
101,0.84,0.03890551717162496
102,0.83,0.03815210716420381
103,0.82,0.039086295654166686
104,0.82,0.05480316023744565
105,0.78,0.051077972759998466
106,0.83,0.046034506351200266
107,0.86,0.048581810348247656
108,0.81,0.04965672104394873
109,0.91,0.026006688897965848
110,0.87,0.032696699016545476
111,0.92,0.03337723655398741
112,0.92,0.02435768495623013
113,0.87,0.03954093818351425
114,0.92,0.030157957695522236
115,0.87,0.042742753232726506
116,0.9,0.025647673178561713
117,0.92,0.02857835216781536
118,0.88,0.04174751803035208
119,0.91,0.029933059892859704
120,0.85,0.027922558068722222
121,0.9,0.02987357102278741
122,0.86,0.0432697592433187
123,0.8,0.057049671221535016
124,0.83,0.056637187549503844
125,0.88,0.029869622061115028
126,0.84,0.04780117035509699
127,0.86,0.039562384066636654
128,0.86,0.038583350207352526
129,0.89,0.027921232981326788
130,0.92,0.0358570843948077
131,0.83,0.05098742170078803
132,0.85,0.05637156785365577
133,0.81,0.05898852117091326
134,0.77,0.06514652236017347
135,0.62,0.10255678807783618
136,0.7,0.08989403369448809
137,0.65,0.08322972889290246
138,0.66,0.09433455605399589
139,0.68,0.07718046386351694
140,0.79,0.04989305825276465
141,0.78,0.053475768327690715
142,0.71,0.05882383972891895
143,0.91,0.033749111752571274
144,0.82,0.046403593347526216
145,0.88,0.03647471220937364
146,0.88,0.037388822253163284
147,0.83,0.05226592351174664
148,0.87,0.034365691263041044
149,0.87,0.03264429560133692
150,0.85,0.0531352998459815
151,0.91,0.03639779030966128
152,0.8,0.045714604020958255
153,0.85,0.038015069126146994
154,0.87,0.024797509707410875
155,0.94,0.02152454820774313
156,0.93,0.026292609161012427
157,0.84,0.040717868799732077
158,0.96,0.014437921833567714
159,0.92,0.02606433510769403
160,0.87,0.038184968544620085
161,0.88,0.040658403183067814
162,0.91,0.027740524846281582
163,0.84,0.03336336505858723
164,0.88,0.031253249714188865
165,0.81,0.052463301417370996
166,0.86,0.03244949803722534
